source_repository,source_head,source_path,source_sha256,bytes,status,source_type,disposition,prime_target,wave,reason
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/entries/chronicle-20260612-005-atlas-archive-source-governance-and-rescue-workflow.md,ae89b26044f5d6647298924b2906d7fb28a6d2252b3c7e89773af87147be5e81,7870,Migrated Chronicle entry,Chronicle,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/entries/chronicle-20260612-005-atlas-archive-source-governance-and-rescue-workflow.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/entries/chronicle-20260613-006-google-atlas-prime-retired-human-readable-manual.md,b812882219ae2257714f336876e848298fa11593e3d9609b0582dac84780b223,5298,Migrated Chronicle entry,Chronicle,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/entries/chronicle-20260613-006-google-atlas-prime-retired-human-readable-manual.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/entries/chronicle-20260613-007-atlas-archive-private-retirement.md,84003804137ad512f624ce3aa5a94b4d84d6a61c895c9e2d87e1910c9f147ede,4330,Migrated Chronicle entry,Chronicle,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/entries/chronicle-20260613-007-atlas-archive-private-retirement.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/entries/chronicle-20260613-008-project-midas-archived-private-retirement.md,56e1194aec7b9e0523f1ce2349c912b4255db29e7abf72245dce1a507d417dd7,3961,Migrated Chronicle entry,Chronicle,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/entries/chronicle-20260613-008-project-midas-archived-private-retirement.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/entries/chronicle-20260613-009-runtime-register-vault-consolidation-plan.md,148d112e0abdb70e576a4e88fcdeb9d1e96615b46e39fc4747ce4934e20b200b,2701,Migrated Chronicle entry,Chronicle,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/entries/chronicle-20260613-009-runtime-register-vault-consolidation-plan.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/entries/chronicle-20260613-010-ember-line-alignment.md,b61ca643d07575e07ccdbd41a91a6548965a8be21a1967d63e6c9e88b54bf551,2825,Migrated Chronicle entry,Chronicle,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/entries/chronicle-20260613-010-ember-line-alignment.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/entries/chronicle-20260613-011-phoenix-flare-ember-line-reclassification.md,5aa6cc2fdaa711b62be0fb4d195f550cc65dcf88df70609e4ad85ae844dffc35,2170,Migrated Chronicle correction entry,Chronicle,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/entries/chronicle-20260613-011-phoenix-flare-ember-line-reclassification.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/entries/chronicle-20260613-012-phoenix-flare-disposition-ladder.md,2fe38d5f27723b2f78803ea311886bc129f7ef9091ce25991bbf954dfeb66696,2629,Migrated Chronicle entry,Chronicle,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/entries/chronicle-20260613-012-phoenix-flare-disposition-ladder.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/first-batch-classification.md,973a4d38ce43fd315d9df29b7ab6454e9907e7bc4670028b54eeecc27c645dec,5651,Initial classification from CHRONICLE-MIGRATION-001 Chunk 5,Chronicle,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/first-batch-classification.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/google-drive-archive-inventory.md,6dfbd71f79ac22fbf84c82c7ee09d6874ad7cc686a2b8d67d3b304cf04d140cd,4809,Initial inventory created from CHRONICLE-MIGRATION-001 Chunk 3 discovery,Inventory,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/google-drive-archive-inventory.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/google-drive-deletion-candidate-log.md,a1ee5ef773250ef1d7ed225125bc7a64602c9f48d86fd2edf746efa7b73e339e,4050,Updated after ATLAS-RUNTIME-VAULT-CONSOLIDATION-001 execution,Cleanup Log,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/google-drive-deletion-candidate-log.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/protection-certificates/atlas-control-layer-protection-certificate-20260613-001.md,a37ce1949beedf07d201b5c2960be5e68ae82ac026a13e2de3aabd9d68ab1241,1211,Active,Protection Certificate,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/protection-certificates/atlas-control-layer-protection-certificate-20260613-001.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/protection-certificates/atlas-runtime-register-protection-certificate-20260613-001.md,69370eda5da8500347040ae9110b75f6eab077fedc32c5d38bd5e3099ee359e7,1837,Active protection certificate,Protection Certificate,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/protection-certificates/atlas-runtime-register-protection-certificate-20260613-001.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/retirement-certificates/atlas-archive-private-retirement-certificate-20260613-001.md,700b8a2ec0583926ad464b98c5b9423d4bd3dda67e70a892a2b28606539c56c2,4783,Active retirement certificate,Retirement Certificate,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/retirement-certificates/atlas-archive-private-retirement-certificate-20260613-001.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/retirement-certificates/google-atlas-prime-retirement-certificate-20260613-001.md,bba8c17683e3b11c569b18a83a168266ceb86ad8ba71080ce0b8b27fd82de087,5957,Active retirement certificate,Retirement Certificate,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/retirement-certificates/google-atlas-prime-retirement-certificate-20260613-001.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/retirement-certificates/google-drive-archive-retirement-certificate-20260613-001.md,deb8f06e321b5665e5cb30ef22df51dea23fc00974f41cf8b81676cedd0214e2,7009,Active retirement certificate,Retirement Certificate,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/retirement-certificates/google-drive-archive-retirement-certificate-20260613-001.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/chronicle/retirement-certificates/project-midas-archived-private-retirement-certificate-20260613-001.md,0af34174a6ad5689035c2b161e2c0d13abb0b62789ef853f3ac5ca2c3cfc782b,4530,Active retirement certificate,Retirement Certificate,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/chronicle/retirement-certificates/project-midas-archived-private-retirement-certificate-20260613-001.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/citadel-gatehouse-readiness-runbook.md,63e4a837f9ce9e0bfe10b27e32aeadc1473035a64fb2ade41d1aa588563408e3,6994,Draft,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current infrastructure and runtime placement meaning is consolidated without private values.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/citadel-observability-and-power-nodes.md,23669773e28525f09de99eee78cef05a58e7e29201c33911e2e18f94b16e8867,6072,Active,Support,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current infrastructure and runtime placement meaning is consolidated without private values.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/closeouts/atlas-codex-recon-20260614-phase4m-metadata-pass-closeout.md,138d448f268d1f8522791672f119c5cbbaa8ad225ef34b7797e6c322f98adf6c,3203,Complete,Support File,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/closeouts/atlas-codex-recon-20260614-phase4m-metadata-pass-closeout.md,ARCHIVE,"Historical, preview, closeout, harvest, or predecessor-only evidence remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/codex-archive-index-runbook.md,0f6e88b1604cc89d7fd89835873026a12d976fb68f4e42de2ee69c86ffc3e61d,1625,Draft,Runbook,REMODEL,governance/source-lifecycle.md,P1,Source lifecycle and routing meaning is consolidated into Prime governance.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/codex-document-pipeline-runbook.md,c43caefcd9717c9b5018769c593f7fd0ef688bb6c72a5a1cb9a3a8f74131c889,1786,Draft,Runbook,REMODEL,governance/source-lifecycle.md,P1,Source lifecycle and routing meaning is consolidated into Prime governance.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/codex-protocol-library-runbook.md,7056c9ddebfc0f0544da911c88562152a857b5b03716052bcb1339fb5133954f,4098,Draft,Runbook,REMODEL,governance/source-lifecycle.md,P1,Source lifecycle and routing meaning is consolidated into Prime governance.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/codex-source-governance-runbook.md,51046e835d81c33e7b9c3c749a93b9400acae291a0e4c05a6cd291897997ed98,4463,Draft,Runbook,REMODEL,governance/source-lifecycle.md,P1,Source lifecycle and routing meaning is consolidated into Prime governance.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/codex-source-update-standard.md,e3999dbf89a7c308bc5989dd78dc8738980ebdbbd06b7f321f7fe84ee7436bd4,15134,Active,Core Doctrine,REMODEL,governance/source-lifecycle.md,P1,Source lifecycle and routing meaning is consolidated into Prime governance.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/codex-template-library-runbook.md,70513290102e7c17aeeb6d7d48a717ff291404dbdabdc1bd7604f787ae5a2384,1314,Draft,Runbook,REMODEL,governance/source-lifecycle.md,P1,Source lifecycle and routing meaning is consolidated into Prime governance.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/command-surface-lane-scope-alignment.md,0adef78501ab362b5c4587ee72d490a61e0d11f1cd605c3b9b52b19c712f839f,2686,Active,Support,REMODEL,operations/operation-registry.md,P2,Current operational meaning is consolidated into Prime's operation registry.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/crucible-host-flexibility-alignment.md,594ac3325f1286d45d42cd337429c58ff6abc977e00e46a2373ad82f0e964bd6,2320,Active,Support,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current infrastructure and runtime placement meaning is consolidated without private values.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/crucible-host-placement-runbook.md,883e35794ad6eeae5e4097388189ab610b471ec1de26cbca3d43a87c7116da0f,4655,Draft,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current infrastructure and runtime placement meaning is consolidated without private values.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/decision-box-copy-paste-alignment.md,34df8035c712fd96975f5be5c565ff22cc6c99476a387cb5bd47f79a4ede97bc,2067,Active,Support,REMODEL,operations/operation-registry.md,P2,Current operational meaning is consolidated into Prime's operation registry.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/decision-box-next-move-doctrine.md,22f8638dc9b65acda80c9d7face871a85a1a3064f566ad116e88f844b2be0fe6,9185,Active,Doctrine,REMODEL,operations/operation-registry.md,P2,Current operational meaning is consolidated into Prime's operation registry.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/excluded-class-metadata-modernization-standard.md,0ad9ab3abce841a74ede60d678bbc17657be4b2fe7df4c804a6222bcd48babcf,11631,Draft,Support,REMODEL,operations/operation-registry.md,P2,Current operational meaning is consolidated into Prime's operation registry.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/forge-mount-validation-runbook.md,3460810da7c07152d0d70cb7879f442e3135a260a7524e8700aa1c3180e1130d,5975,Draft,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current infrastructure and runtime placement meaning is consolidated without private values.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/gate-7-dual-path-proof.md,15d54775a351c2302b568bea42138d086b94f3da17f571e58206b19a46a3f347,18501,Complete,Core Doctrine,REMODEL,operations/operation-registry.md,P2,Current operational meaning is consolidated into Prime's operation registry.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/generated-orphan-candidate-routing-awareness-20260615.md,77c67f53644f7556fca3b5db058ecacbe0feee0c95fdedef46bb91fd11b2aa43,2944,Active,Support,REMODEL,operations/operation-registry.md,P2,Current operational meaning is consolidated into Prime's operation registry.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/genesis-education-path-runbook.md,2663d4ee9833eb7bac281aa0e6e7815933de6eb44bc16c75d858def2e1f0c9da,1431,Draft,Runbook,REMODEL,projects/project-registry.md,P2,Project and operation meaning is consolidated into the Prime registry.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/genesis-family-rhythm-runbook.md,8b27a54bd50c2ffaffc8c65f23f2a0af0f61c6034770cc009752b6a5f66b0842,1432,Draft,Runbook,REMODEL,projects/project-registry.md,P2,Project and operation meaning is consolidated into the Prime registry.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/genesis-household-playbooks-runbook.md,473b1bc30a9bd8cd0f9a27f5f184c6f09ec5b397fe256c55ed5ed65633154e6b,1412,Draft,Runbook,REMODEL,projects/project-registry.md,P2,Project and operation meaning is consolidated into the Prime registry.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/genesis-kitchen-meal-planning-runbook.md,c4e19cace997dcf044ba12275b3d6b83d7168fc3075de626abe6f5ec584a4539,1431,Draft,Runbook,REMODEL,projects/project-registry.md,P2,Project and operation meaning is consolidated into the Prime registry.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/google-drive-dependency-retirement-plan.md,8cd4de34ddac803f2720ebaee85c01218a7806fdce5945b2c49a919a84681010,12143,Active,Support,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/google-drive-dependency-retirement-plan.md,ARCHIVE,"Superseded audit, preview, backlog, or closeout material remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/google-drive-exception-register.md,4e37ae64ccf00d929502e5763ac689143a7b80c45357de641975bcbece0784e6,9941,Working,Register,REMODEL,operations/operation-registry.md,P2,Current operational meaning is consolidated into Prime's operation registry.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/helios-library-governance-runbook.md,1def94ca5943fd36588a63a0f46de808b012f3a6f4d8acbe09f0e98aeb801b9a,1584,Draft,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current infrastructure and runtime placement meaning is consolidated without private values.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/helios-relay-runbook.md,c6927eb4ae7f884e66ea33e64b1dcdcf8bbd22c39f8aff5bb313a23b2bf892eb,1546,Draft,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current infrastructure and runtime placement meaning is consolidated without private values.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/helios-sun-eater-runbook.md,8cd9c7728591aa024df60bc3bfdeecd062f61d50e168e4713378b467983576de,1800,Draft,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current infrastructure and runtime placement meaning is consolidated without private values.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/helios-sun-maker-runbook.md,9b43e19ec7f0f44ee5b774a55f0d39a320b5c258b882e3f52cd65332a172e08e,1588,Draft,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current infrastructure and runtime placement meaning is consolidated without private values.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/icarus-fidelity-daily-holdings-snapshot-rule.md,3274f841122620f7b55817a06f8195e596ed0b982c69388934c8aa27f82c151e,6733,Active,Rule,EXCLUDE,,EXCLUDE,Private or protected-domain detail is not admitted to Prime clean source.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/beacon-household-resilience.md,535a52cff75d66fd29c44e6fadc48e7a330063b77c432aa28c7e6d2bd18528f0,4328,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/citadel-prometheus-readiness.md,5688f057d4a1f26fc48c7de49dc6d10ffbfcd27f644d39ed94755e060f80863a,5776,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/crucible-local-ai-probation.md,817238d17af27463c2c3be741a97686420453737eeeb2d1150b8891947b75eca,4717,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/forge-hammer-anvil-boundaries.md,0a0b6e216019087b0da0cf543da57bc7ff2c12052f1b23bf98ad37e018147c17,4487,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/forge-service-resilience.md,bc347b01c8d23ab32760ab2f6ed32758c129a67ab143aec97ff0018ce95add99,4479,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/helios-media-resilience.md,9b4d29b8b52cbf46814da8fdd37ef2516b4c928c3aaf99cfcfc71f748e07b9b3,4271,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/hermes-readonly-agents-beu.md,7182f21d43f848f9c123b513150a58a1dd5adbd5715efeba2027d7fc903f3037,4431,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/infrastructure-phoenix-burn-reborn.md,ca97924e589b0216f75e772e4a82c7d6a06607cac93198ff51c4f1bbc1b410be,5400,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/integrated-failure-drills-and-handoff.md,42e02362f09a19c1d4a836fc14cc48f5b04036b2f440713e5522a5ceceb1ea5b,4841,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/matrix-element-private-transport.md,eb5a6f6266d6f6450d7b7824aaab3847322f509b3a7f19441446d067815f835a,4386,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/network-identity-and-rescue.md,f3f6d1b3a925fdbaba2bd19ca97abccb437e7aa90413f5b8058f4a553332a2c0,4719,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/nexus-deterministic-routing.md,629493e8a4e41dc5615637c493441f3bb52384113715eada28a4bffbfa3d550b,4622,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/notums-watch-runtime-campaign.md,d252fac3ed6dc661dfca95b611a64417e06a5e6c1074443cee1dee3a662e712f,7878,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/phoenix-backup-destructive-restore.md,2ace994d313df1edea2f2b40a5e1d83c63a673f0e5f013d5f19bb6a48b55a99c,5169,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/prometheus-proxmox-foundation.md,a35050cd282da47e49ced4efa272068e7a0cea2d142434d8d6fbe6a6a8f5303f,5099,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/infrastructure/r06/relay-plex-cutover.md,d674530b30c462a03f404aa7840673d2f6734d461eb56cbb0c3ddb8d344a5215,4103,Active,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current clean infrastructure meaning is consolidated without runtime secrets or deployment claims.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/internal-governance-routing-surface.md,47d65845a66bc871b979c2f6e505ba6d0f58472235877d0fe31b3512cf01de35,3317,Active,Support,REMODEL,operations/operation-registry.md,P2,Current operational meaning is consolidated into Prime's operation registry.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/internal-tool-modernization-inventory-20260615.md,79b3c135659be91b90a211c5909dc5f0f1002c8b2aa878e985d70b04d4b83851,14728,Active,Audit / Support Artifact,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/internal-tool-modernization-inventory-20260615.md,ARCHIVE,"Superseded audit, preview, backlog, or closeout material remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/keystone-power-continuity-runbook.md,dcd162327c2c4809111a60a6a10682806776b1ea0383575c91663bab4180e4a6,3712,Draft,Runbook,REMODEL,recovery/phoenix-recovery.md,P5,Recovery meaning is consolidated into Prime-native Phoenix doctrine.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/large-protected-protocol-metadata-register.md,3e75bb3f8c571b97c4bbe398d32187c29c7262f989f500dac17502ea550d4e4f,10631,Active,Support,ARCHIVE,predecessor://Jktomy/atlas-codex@c892dc05ea56db0134a0e865f56d491f9c02ff85/codex/large-protected-protocol-metadata-register.md,ARCHIVE,"Superseded audit, preview, backlog, or closeout material remains in the frozen predecessor."
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/midas-ai-reporting-workflow.md,d9100d43e14a4ebd2148138270fe9417bc146b2b556ed527538cdbab49ecbb2b,8555,Active,Workflow,REMODEL,projects/project-registry.md,P2,Project and operation meaning is consolidated into the Prime registry.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/named-quest-runtime-source-readback-rule.md,a68c662b7afa899ccf0e03d39559d58c2b37ff421fa68f3360a846e00ec5f5a7,5676,Active,Support,REMODEL,governance/source-lifecycle.md,P1,Source lifecycle and routing meaning is consolidated into Prime governance.
Jktomy/atlas-codex,c892dc05ea56db0134a0e865f56d491f9c02ff85,codex/nexus-hermes-handoff-runbook.md,62f84662a22523df6bd26161b3df7913cdee7a280f4cf9ad3f7441622ba2bfa6,3416,Draft,Runbook,REMODEL,infrastructure/atlas-infrastructure-source.md,P5,Current infrastructure and runtime placement meaning is consolidated without private values.
